"loyalty_number","total_months","total_years","total_flights","distance","points_accumulated","points_redeemed","dollar_cost_points_redeemed","country","province","city","postal_code","gender","education","salary","marital_status","loyalty_card","clv","enrollment_type","enrollment_year","enrollment_month","cancellation_year","cancellation_month","churned"
"433477",24,2,3,4170,4170,490,88,"Canada","Ontario","Kingston","M9K2P4","Female","Doctor",151258,"Married","Star",2555.54,"Standard",2018,9,0,0,0
"433496",24,2,46,62621,62621,1579,284,"Canada","British Columbia","Vancouver","V6E3D9","Male","College",73544,"Married","Nova",2938.73,"Standard",2013,11,0,0,0
"433510",24,2,54,69980,69980,1768,318,"Canada","Quebec","Montreal","H2T2J6","Male","Bachelor",59576,"Married","Star",6259.51,"Standard",2015,5,0,0,0
"433678",24,2,34,49964,49964,1591,286,"Canada","Ontario","Toronto","P1J8T7","Male","Master",105487,"Divorced","Aurora",7805.31,"Standard",2013,3,0,0,0
"433752",24,2,25,34100,34100,483,87,"Canada","British Columbia","Whistler","V6T1Y8","Female","Bachelor",77363,"Married","Nova",5943.07,"Standard",2017,11,0,0,0
"433812",24,2,34,48512,48512,613,110,"Canada","Quebec","Quebec City","G1B3L5","Male","College",73602,"Single","Star",4814.35,"Standard",2012,5,0,0,0
"433815",24,2,28,49224,49224,586,105,"Canada","Quebec","Quebec City","G1B3L5","Male","Bachelor",59847,"Married","Star",15277.48,"Standard",2014,7,0,0,0
"433857",11,1,72,145704,218556,0,0,"Canada","Ontario","Toronto","M1R4K3","Male","Bachelor",50057,"Married","Nova",36707.43,"2018 Promotion",2018,3,0,0,0
"433881",24,2,0,0,0,0,0,"Canada","British Columbia","Vancouver","V6E3D9","Male","Doctor",239867,"Divorced","Star",5205.75,"Standard",2018,11,0,0,0
"433946",24,2,41,63733,63733,1180,212,"Canada","Ontario","Trenton","K8V4B2","Female","Bachelor",87262,"Married","Star",4349.31,"Standard",2015,9,0,0,0
"434081",24,2,30,46726,46726,0,0,"Canada","Ontario","Trenton","K8V4B2","Female","Bachelor",101599,"Married","Star",8170.62,"Standard",2016,6,0,0,0
"434098",24,2,44,72994,72994,1527,275,"Canada","British Columbia","Victoria","V106T5","Female","College",72896,"Married","Nova",9006.6,"Standard",2016,9,0,0,0
"434113",24,2,37,58913,58913,422,76,"Canada","Alberta","Banff","T4V1D4","Female","High School or Below",76164,"Married","Star",2413.14,"Standard",2013,6,0,0,0
"434136",24,2,44,72308,72308,1584,286,"Canada","Ontario","Ottawa","K1F2R2","Male","Bachelor",69811,"Single","Nova",3509.97,"Standard",2015,8,0,0,0
"434215",24,2,26,38145,38145,1255,226,"Canada","Ontario","Thunder Bay","K8T5M5","Male","College",73995,"Single","Star",2224.56,"Standard",2017,3,0,0,0
"434385",24,2,52,85295,85295,499,90,"Canada","New Brunswick","Fredericton","E3B2H2","Male","Bachelor",56193,"Divorced","Star",33473.35,"Standard",2017,1,0,0,0
"434430",24,2,0,0,0,0,0,"Canada","Manitoba","Winnipeg","R2C0M5","Male","College",72907,"Married","Nova",4727.83,"Standard",2016,2,2016,11,1
"434470",24,2,38,51157,51157,2716,489,"Canada","Ontario","Ottawa","K1F2R2","Male","College",73265.5,"Married","Star",8002.31,"Standard",2012,10,0,0,0
"434477",24,2,45,72659,72659,1239,224,"Canada","British Columbia","Dawson Creek","U5I4F1","Female","High School or Below",72896,"Divorced","Star",2491.26,"Standard",2013,11,0,0,0
"434489",11,1,81,101433,152149.5,0,0,"Canada","British Columbia","Vancouver","V6E3D9","Male","High School or Below",72403,"Married","Star",2372.16,"2018 Promotion",2018,4,0,0,0
"434568",24,2,33,50383,50383,1190,214,"Canada","British Columbia","Vancouver","V6E3D9","Female","College",73544,"Single","Star",9031.21,"Standard",2014,4,0,0,0
"434620",24,2,17,31222,31222,0,0,"Canada","British Columbia","Victoria","V106T5","Male","Bachelor",95440,"Married","Aurora",5817.83,"Standard",2018,5,0,0,0
"434621",24,2,36,64417,64417,861,155,"Canada","British Columbia","Vancouver","V5R1W3","Female","Bachelor",67445,"Single","Nova",5015.01,"Standard",2017,6,0,0,0
"434657",24,2,24,35679,35679,480,86,"Canada","Quebec","Tremblant","H5Y2S9","Male","Bachelor",64489,"Married","Nova",7163.8,"Standard",2016,4,2018,3,1
"434658",24,2,37,47325,47325,565,102,"Canada","Ontario","Sudbury","M5V1G5","Female","College",73317,"Single","Star",6385.62,"Standard",2014,9,0,0,0
"434679",24,2,51,59435,59435,1032,186,"Canada","Ontario","Toronto","P1L8X8","Male","Bachelor",47597,"Married","Nova",25360.1,"Standard",2012,6,0,0,0
"434693",24,2,16,21347,21347,0,0,"Canada","British Columbia","Vancouver","V5R1W3","Female","Bachelor",72615,"Single","Star",9775.82,"Standard",2017,10,0,0,0
"434751",24,2,34,66416,66416,1104,198,"Canada","Ontario","Kingston","M9K2P4","Male","Bachelor",93281,"Single","Nova",2971.92,"Standard",2013,2,0,0,0
"434760",24,2,30,44274,44274,964,174,"Canada","Ontario","Toronto","P1L8X8","Male","College",73008,"Single","Star",2276.39,"Standard",2012,6,0,0,0
"434802",24,2,28,50914,50914,1373,247,"Canada","Manitoba","Winnipeg","R2C0M5","Female","Bachelor",51547,"Married","Star",2852.53,"Standard",2016,1,0,0,0
"434807",24,2,77,103078,103078,619,111,"Canada","Quebec","Montreal","H4G3T4","Female","College",73455,"Single","Nova",19668.87,"Standard",2012,7,0,0,0
"434888",24,2,36,47061,47061,3011,542,"Canada","Ontario","Toronto","P1L8X8","Female","Bachelor",61434,"Married","Nova",6188.38,"Standard",2014,5,0,0,0
"434922",24,2,45,65889,65889,335,60,"Canada","Quebec","Quebec City","G1B3L5","Female","Bachelor",77496,"Single","Nova",2746.92,"Standard",2013,3,0,0,0
"434965",24,2,0,0,0,0,0,"Canada","Manitoba","Winnipeg","R2C0M5","Female","Bachelor",75686,"Married","Aurora",8414.08,"Standard",2018,12,0,0,0
"435049",24,2,27,42118,42118,1512,272,"Canada","British Columbia","Vancouver","V1E4R6","Female","Bachelor",67680,"Divorced","Nova",3788.65,"Standard",2013,4,0,0,0
"435097",24,2,36,60560,60560,1293,233,"Canada","British Columbia","Whistler","V6T1Y8","Female","Bachelor",57033,"Married","Aurora",9035.67,"Standard",2013,9,0,0,0
"435129",24,2,34,50231,50231,0,0,"Canada","Ontario","Toronto","M2P4F6","Female","Bachelor",74825,"Married","Star",2389.77,"Standard",2017,3,0,0,0
"435156",24,2,38,68610,68610,1535,275,"Canada","British Columbia","Victoria","V106T5","Female","Doctor",262729,"Divorced","Aurora",8365.96,"Standard",2013,6,0,0,0
"435223",24,2,20,27177,27177,967,174,"Canada","Quebec","Montreal","H2Y2W2","Female","High School or Below",76162,"Divorced","Star",33718.84,"Standard",2017,5,0,0,0
"435249",24,2,37,57009,57009,0,0,"Canada","Alberta","Edmonton","T3G6Y6","Female","Bachelor",96462,"Married","Nova",27776.29,"Standard",2017,5,0,0,0
"435358",24,2,4,3723,3723,0,0,"Canada","Ontario","Trenton","K8V4B2","Male","College",75720,"Single","Nova",3876.77,"Standard",2018,9,0,0,0
"435378",24,2,36,65359,65359,1140,205,"Canada","Alberta","Banff","T4V1D4","Male","High School or Below",74758,"Married","Star",2451.75,"Standard",2014,8,0,0,0
"435557",24,2,31,35425,35425,0,0,"Canada","Alberta","Calgary","T3E2V9","Female","Bachelor",82371,"Married","Star",6274.12,"Standard",2012,9,0,0,0
"435613",24,2,37,61430,61430,1438,259,"Canada","Ontario","Toronto","M8Y4K8","Male","Bachelor",84814,"Divorced","Star",2616.61,"Standard",2015,9,0,0,0
"435657",24,2,26,39209,39209,1386,249,"Canada","Quebec","Montreal","H4G3T4","Female","Master",87710,"Married","Star",2497.54,"Standard",2014,4,0,0,0
"435777",24,2,0,0,0,0,0,"Canada","British Columbia","Kelowna","V092E9","Male","College",76527,"Single","Star",7432.3,"Standard",2018,12,0,0,0
"435789",24,2,34,55693,55693,1150,207,"Canada","Ontario","Kingston","M9K2P4","Male","College",72819,"Single","Star",4236.81,"Standard",2012,8,0,0,0
"435883",24,2,0,0,0,0,0,"Canada","Ontario","Thunder Bay","K8T5M5","Female","Bachelor",54512,"Divorced","Nova",2776.75,"Standard",2015,5,2016,1,1
"436010",24,2,44,74881,74881,364,66,"Canada","Quebec","Tremblant","H5Y2S9","Male","College",73447,"Single","Aurora",13727.8,"Standard",2016,4,0,0,0
"436041",24,2,16,25030,25030,1223,220,"Canada","Alberta","Banff","T4V1D4","Male","Bachelor",63550,"Married","Aurora",12231.88,"Standard",2017,10,2018,6,1
"436081",24,2,36,52916,52916,1298,233,"Canada","Ontario","Kingston","M9K2P4","Male","Bachelor",92032,"Single","Aurora",5189.29,"Standard",2013,5,0,0,0
"436087",11,1,68,102628,153942,721,130,"Canada","Quebec","Montreal","H2T9K8","Male","Bachelor",-46470,"Married","Star",4786.89,"2018 Promotion",2018,4,2018,8,1
"436226",24,2,60,101331,101331,1360,245,"Canada","Ontario","Toronto","M1R4K3","Male","College",73008,"Married","Star",3731.5,"Standard",2012,7,0,0,0
"436235",24,2,27,51367,51367,1473,265,"Canada","New Brunswick","Moncton","E1A2A7","Male","Bachelor",54961,"Married","Aurora",8083.92,"Standard",2015,11,0,0,0
"436247",24,2,22,37066,37066,557,100,"Canada","Quebec","Montreal","H2Y4R4","Female","College",73455,"Married","Aurora",5325.72,"Standard",2017,9,0,0,0
"436266",24,2,17,27990,27990,892,161,"Canada","Ontario","Toronto","P5S6R4","Female","Bachelor",64222,"Married","Star",5645.51,"Standard",2017,8,0,0,0
"436282",24,2,0,0,0,0,0,"Canada","Ontario","Toronto","P5S6R4","Male","Bachelor",56046,"Married","Aurora",24186.88,"Standard",2014,7,2016,2,1
"436318",24,2,0,0,0,0,0,"Canada","Ontario","Toronto","M1R4K3","Female","High School or Below",55478,"Married","Aurora",8375.35,"Standard",2015,11,2016,7,1
"436419",11,1,63,96625,144937.5,1326,239,"Canada","Ontario","Toronto","P1J8T7","Male","Bachelor",94382,"Married","Aurora",17223.89,"2018 Promotion",2018,3,0,0,0
"436475",24,2,48,75600,75600,1098,198,"Canada","Ontario","Toronto","P1J8T7","Female","Master",89964,"Married","Star",7031.46,"Standard",2015,9,0,0,0
"436498",24,2,0,0,0,0,0,"Canada","Quebec","Montreal","H2T9K8","Male","College",73455,"Single","Star",4272.81,"Standard",2013,11,2016,3,1
"436569",24,2,40,66755,66755,681,123,"Canada","Nova Scotia","Halifax","B3J9S2","Male","Bachelor",91572,"Divorced","Star",2665.74,"Standard",2016,10,0,0,0
"436705",24,2,18,17031,17031,0,0,"Canada","New Brunswick","Fredericton","E3B2H2","Male","College",72742,"Married","Star",2416.48,"Standard",2014,12,2018,4,1
"436719",24,2,29,42953,42953,1098,197,"Canada","Quebec","Quebec City","G1B3L5","Male","College",73602,"Married","Star",3324.55,"Standard",2017,3,0,0,0
"436805",24,2,12,17762,17762,1102,199,"Canada","Quebec","Quebec City","G1B3L5","Male","Bachelor",104074,"Married","Star",17019.19,"Standard",2017,9,0,0,0
"436827",24,2,41,65870,65870,527,95,"Canada","Ontario","Kingston","M9K2P4","Female","Bachelor",58441,"Divorced","Star",14057.42,"Standard",2016,10,0,0,0
"436874",24,2,40,59481,59481,1356,244,"Canada","Ontario","Toronto","P1J8T7","Male","College",73008,"Divorced","Aurora",8231.22,"Standard",2013,10,0,0,0
"436901",24,2,27,38215,38215,360,65,"Canada","Ontario","Kingston","M9K2P4","Male","College",72819,"Single","Star",8852.73,"Standard",2014,5,0,0,0
"436969",24,2,30,46322,46322,1732,312,"Canada","Quebec","Quebec City","G1B3L5","Female","Bachelor",90071,"Divorced","Nova",4626.8,"Standard",2014,6,0,0,0
"436971",24,2,19,27652,27652,762,137,"Canada","Alberta","Calgary","T3E2V9","Male","Doctor",243021,"Married","Star",5004.31,"Standard",2017,6,0,0,0
"436975",24,2,28,38396,38396,952,171,"Canada","British Columbia","Dawson Creek","U5I4F1","Female","Doctor",147104,"Married","Star",4550.86,"Standard",2015,7,0,0,0
"436990",24,2,35,49524,49524,1300,234,"Canada","British Columbia","Whistler","V6T1Y8","Female","College",73082,"Single","Nova",4411.66,"Standard",2018,11,0,0,0
"437022",24,2,38,61910,61910,331,60,"Canada","Quebec","Montreal","H2T2J6","Female","Bachelor",95061,"Married","Aurora",4984.62,"Standard",2016,11,0,0,0
"437074",24,2,31,50408,50408,631,114,"Canada","Saskatchewan","Regina","S6J3G0","Female","Bachelor",78832,"Single","Aurora",8343.75,"Standard",2012,10,0,0,0
"437086",24,2,43,65863,65863,779,141,"Canada","Quebec","Tremblant","H5Y2S9","Male","Doctor",250253,"Divorced","Star",8509.85,"Standard",2012,10,0,0,0
"437158",24,2,43,63922,63922,1074,194,"Canada","Ontario","Toronto","M1R4K3","Male","Bachelor",60388,"Married","Star",11318.09,"Standard",2015,4,0,0,0
"437197",24,2,41,51964,51964,771,139,"Canada","Alberta","Calgary","T3E2V9","Female","Bachelor",57134,"Married","Aurora",5254.73,"Standard",2012,9,0,0,0
"437251",24,2,8,9936,9936,0,0,"Canada","Ontario","Trenton","K8V4B2","Female","Bachelor",59917,"Married","Nova",9732.58,"Standard",2017,4,2017,12,1
"437262",24,2,0,0,0,0,0,"Canada","Ontario","Kingston","M9K2P4","Female","Doctor",288174,"Married","Nova",2775.08,"Standard",2017,3,0,0,0
"437269",24,2,17,24926,24926,524,94,"Canada","British Columbia","Vancouver","V6E3Z3","Female","College",73544,"Single","Star",4654.84,"Standard",2016,3,2018,1,1
"437288",24,2,26,38322,38322,337,61,"Canada","Ontario","Toronto","M8Y4K8","Male","College",73008,"Married","Nova",9449.75,"Standard",2014,8,0,0,0
"437357",24,2,33,47288,47288,1002,180,"Canada","Ontario","Ottawa","K1F2R2","Female","College",73265.5,"Single","Aurora",10611.56,"Standard",2015,8,0,0,0
"437403",24,2,19,22518,22518,379,68,"Canada","Ontario","Toronto","M2Z4K1","Female","Bachelor",56370,"Single","Aurora",10388.99,"Standard",2016,9,2017,5,1
"437407",24,2,34,57078,57078,558,100,"Canada","British Columbia","Vancouver","V5R1W3","Male","College",73544,"Married","Star",4549.08,"Standard",2017,2,0,0,0
"437440",11,1,64,96868,145302,615,111,"Canada","Ontario","Trenton","K8V4B2","Female","Bachelor",58721,"Single","Nova",8717.85,"2018 Promotion",2018,3,0,0,0
"437545",24,2,45,72067,72067,654,118,"Canada","Nova Scotia","Halifax","B3J9S2","Male","College",73945,"Married","Nova",3837.62,"Standard",2013,2,0,0,0
"437598",24,2,40,73751,73751,2314,416,"Canada","Ontario","Thunder Bay","K8T5M5","Male","Bachelor",102199,"Married","Nova",9410.67,"Standard",2012,8,0,0,0
"437737",24,2,42,72819,72819,2136,384,"Canada","Ontario","Toronto","M2M7K8","Male","College",73008,"Single","Nova",5170.81,"Standard",2017,3,0,0,0
"437810",24,2,30,38307,38307,2736,493,"Canada","New Brunswick","Moncton","E1A2A7","Female","Bachelor",72625,"Divorced","Aurora",5154.05,"Standard",2014,1,0,0,0
"438023",24,2,26,29121,29121,0,0,"Canada","British Columbia","West Vancouver","V6V8Z3","Male","College",75337,"Married","Star",4228.73,"Standard",2013,1,0,0,0
"438120",24,2,14,22213,22213,1621,292,"Canada","Ontario","Thunder Bay","K8T5M5","Female","Bachelor",82796,"Married","Aurora",5229.45,"Standard",2018,5,0,0,0
"438199",24,2,29,44060,44060,806,145,"Canada","British Columbia","Vancouver","V1E4R6","Male","College",73544,"Married","Nova",5366.78,"Standard",2017,5,0,0,0
"438263",24,2,33,48046,48046,0,0,"Canada","Manitoba","Winnipeg","R2C0M5","Male","College",72907,"Married","Star",4717.63,"Standard",2014,5,0,0,0
"438299",24,2,23,40049,40049,0,0,"Canada","Ontario","Toronto","M2Z4K1","Female","Bachelor",47542,"Married","Nova",6308.92,"Standard",2017,4,0,0,0
"438383",24,2,23,36312,36312,0,0,"Canada","Ontario","Kingston","M9K2P4","Female","Master",123546,"Divorced","Aurora",6913.57,"Standard",2017,9,0,0,0
"438511",24,2,0,0,0,0,0,"Canada","Quebec","Hull","J8Y3Z5","Male","Bachelor",63066,"Divorced","Nova",7853.96,"Standard",2018,9,0,0,0
"438525",24,2,13,14111,14111,313,56,"Canada","Alberta","Edmonton","T3G6Y6","Female","College",71335,"Married","Aurora",7457.24,"Standard",2016,11,2017,7,1
"438526",24,2,29,51195,51195,929,168,"Canada","Quebec","Montreal","H2T2J6","Male","College",73455,"Single","Nova",3164.38,"Standard",2015,2,0,0,0
"438593",24,2,12,16324,16324,0,0,"Canada","Quebec","Montreal","H2T9K8","Male","College",73455,"Single","Aurora",16793.97,"Standard",2018,9,0,0,0
"438641",24,2,34,45956,45956,731,131,"Canada","Newfoundland","St. John's","A1C6H9","Female","High School or Below",58210,"Married","Star",7403.45,"Standard",2016,2,0,0,0
"438698",24,2,0,0,0,0,0,"Canada","British Columbia","Kelowna","V092E9","Male","Bachelor",75786,"Married","Aurora",10541.11,"Standard",2018,11,0,0,0
"438707",24,2,44,73370,73370,4301,774,"Canada","Manitoba","Winnipeg","R6Y4T5","Male","Bachelor",96156,"Married","Star",2448.81,"Standard",2015,10,0,0,0
"438746",24,2,40,58057,58057,966,174,"Canada","British Columbia","Victoria","V106T5","Male","Bachelor",70319,"Single","Nova",9275.68,"Standard",2012,12,0,0,0
"438822",24,2,40,59294,59294,758,136,"Canada","British Columbia","Victoria","V106T5","Male","Bachelor",53594,"Married","Nova",5093.01,"Standard",2016,8,0,0,0
"438869",24,2,42,62969,62969,524,94,"Canada","New Brunswick","Fredericton","E3B2H2","Male","Bachelor",49187,"Married","Nova",6610.05,"Standard",2012,12,0,0,0
"438875",24,2,10,11443,11443,0,0,"Canada","British Columbia","Dawson Creek","U5I4F1","Male","Bachelor",103420,"Married","Nova",3832.9,"Standard",2017,10,0,0,0
"438936",24,2,52,67379,67379,499,90,"Canada","Quebec","Montreal","H2Y2W2","Male","Bachelor",94092,"Married","Star",3878.77,"Standard",2013,10,0,0,0
"439013",11,1,68,102354,153531,748,135,"Canada","British Columbia","Vancouver","V6E3D9","Female","Bachelor",40157,"Married","Star",7381.91,"2018 Promotion",2018,2,0,0,0
"439068",24,2,3,3897,3897,727,131,"Canada","Quebec","Montreal","H2T9K8","Male","Bachelor",63184,"Married","Aurora",9061.95,"Standard",2018,11,0,0,0
"439092",24,2,10,10150,10150,0,0,"Canada","Alberta","Edmonton","T9G1W3","Female","Doctor",70996,"Single","Nova",4254.62,"Standard",2018,5,0,0,0
"439251",24,2,45,69618,69618,2171,391,"Canada","Quebec","Montreal","H2T2J6","Female","College",73455,"Married","Nova",7692.46,"Standard",2013,8,0,0,0
"439252",24,2,1,1192,1192,0,0,"Canada","Alberta","Edmonton","T3G6Y6","Male","College",71335,"Single","Star",2549.45,"Standard",2016,7,2017,3,1
"439296",24,2,45,63142,63142,960,173,"Canada","Ontario","Ottawa","K1G4Z0","Female","Bachelor",60295,"Married","Aurora",5133.64,"Standard",2015,3,0,0,0
"439350",24,2,34,56164,56164,1877,337,"Canada","Ontario","Kingston","M9K2P4","Female","College",72819,"Single","Aurora",7912.13,"Standard",2013,2,0,0,0
"439361",24,2,43,72229,72229,1295,233,"Canada","Ontario","Ottawa","K1F2R2","Male","College",73265.5,"Single","Aurora",12989.82,"Standard",2016,8,0,0,0
"439566",24,2,35,60668,60668,0,0,"Canada","Quebec","Montreal","H3J5I6","Male","Bachelor",59184,"Married","Star",8613.46,"Standard",2016,3,0,0,0
"439572",11,1,78,117523,176284.5,1007,182,"Canada","British Columbia","Vancouver","V6E3D9","Male","Bachelor",50905,"Married","Nova",5158.58,"2018 Promotion",2018,3,0,0,0
"439574",24,2,53,70976,70976,1202,217,"Canada","British Columbia","Whistler","V6T1Y8","Female","Bachelor",82515,"Married","Star",7809.52,"Standard",2015,8,0,0,0
"439675",24,2,20,23882,23882,1031,186,"Canada","Ontario","Toronto","M8Y4K8","Male","College",73008,"Married","Star",3457.15,"Standard",2014,3,0,0,0
"439696",24,2,23,30209,30209,501,90,"Canada","Manitoba","Winnipeg","R2C0M5","Male","Bachelor",54659,"Married","Nova",4923.95,"Standard",2017,3,0,0,0
"439819",24,2,42,69247,69247,750,135,"Canada","Ontario","Ottawa","K1F2R2","Male","College",73265.5,"Married","Star",9416.47,"Standard",2013,11,0,0,0
"439900",24,2,53,81311,81311,767,138,"Canada","Ontario","Toronto","M2Z4K1","Male","College",73008,"Married","Star",2202.34,"Standard",2017,3,0,0,0
"440112",24,2,33,53737,53737,825,148,"Canada","British Columbia","Whistler","V6T1Y8","Female","Bachelor",61895,"Married","Star",2464.51,"Standard",2016,3,0,0,0
"440198",24,2,49,74899,74899,825,149,"Canada","Quebec","Quebec City","G1B3L5","Female","Master",75548,"Divorced","Star",10382.5,"Standard",2013,5,0,0,0
"440209",24,2,25,38607,38607,0,0,"Canada","Ontario","Toronto","P1L8X8","Female","Bachelor",73864,"Single","Star",5291.4,"Standard",2015,7,0,0,0
"440213",24,2,27,48498,48498,516,93,"Canada","Quebec","Tremblant","H5Y2S9","Male","Master",109361,"Divorced","Star",2397.04,"Standard",2016,8,2018,7,1
"440320",24,2,48,84343,84343,1509,272,"Canada","Quebec","Montreal","H2Y2W2","Female","Bachelor",54729,"Single","Star",14244.73,"Standard",2016,7,0,0,0
"440511",24,2,26,27019,27019,1346,242,"Canada","Saskatchewan","Regina","S6J3G0","Male","College",74756,"Single","Star",3728.87,"Standard",2017,10,0,0,0
"440595",24,2,49,61484,61484,0,0,"Canada","British Columbia","Vancouver","V6E3Z3","Female","Bachelor",71130,"Married","Nova",37243.63,"Standard",2013,11,0,0,0
"440618",24,2,57,93946,93946,634,114,"Canada","Saskatchewan","Regina","S1J3C5","Male","Bachelor",86885,"Married","Nova",3730.14,"Standard",2012,10,0,0,0
"440642",24,2,36,53670,53670,442,80,"Canada","New Brunswick","Fredericton","E3B2H2","Male","Bachelor",72031,"Married","Nova",15512.25,"Standard",2013,12,0,0,0
"440671",24,2,0,0,0,0,0,"Canada","Ontario","Ottawa","K1G4Z0","Female","College",73265.5,"Married","Star",8002.31,"Standard",2012,12,0,0,0
"440699",24,2,5,4935,4935,0,0,"Canada","British Columbia","Dawson Creek","U5I4F1","Female","Bachelor",104968,"Married","Nova",8819.02,"Standard",2018,10,0,0,0
"440758",24,2,0,0,0,0,0,"Canada","Quebec","Montreal","H2Y2W2","Female","College",73455,"Married","Star",2124.17,"Standard",2015,3,2015,11,1
"440785",24,2,50,79873,79873,1961,354,"Canada","Ontario","Toronto","M8Y4K8","Female","College",73008,"Married","Nova",4522.88,"Standard",2013,1,0,0,0
"440885",24,2,34,51211,51211,837,151,"Canada","British Columbia","Whistler","V6T1Y8","Male","Bachelor",103005,"Married","Nova",3459.04,"Standard",2016,4,0,0,0
"440928",24,2,33,39023,39023,735,132,"Canada","Ontario","Toronto","P1L8X8","Male","Bachelor",86323,"Divorced","Aurora",7769.84,"Standard",2012,8,0,0,0
"440939",24,2,32,56666,56666,0,0,"Canada","Manitoba","Winnipeg","R2C0M5","Female","High School or Below",68812,"Married","Star",4419.12,"Standard",2016,9,0,0,0
"440967",24,2,26,37646,37646,2053,369,"Canada","Quebec","Quebec City","G1B3L5","Female","High School or Below",79731,"Married","Star",4766.94,"Standard",2013,11,0,0,0
"441113",24,2,19,27962,27962,0,0,"Canada","Nova Scotia","Halifax","B3J9S2","Male","Bachelor",55701,"Single","Nova",6798.27,"Standard",2015,2,0,0,0
"441128",24,2,33,46587,46587,861,155,"Canada","British Columbia","Vancouver","V1E4R6","Male","Bachelor",83259,"Married","Star",9336.34,"Standard",2015,6,0,0,0
"441135",24,2,40,54498,54498,2112,380,"Canada","British Columbia","Dawson Creek","U5I4F1","Female","Bachelor",94119,"Married","Star",6673.74,"Standard",2016,2,0,0,0
"441155",24,2,26,29457,29457,1742,314,"Canada","British Columbia","Vancouver","V6E3D9","Female","Bachelor",96485,"Married","Nova",5475.34,"Standard",2014,5,0,0,0
"441304",24,2,35,60921,60921,0,0,"Canada","Quebec","Montreal","H2T2J6","Female","College",73455,"Single","Star",2353.18,"Standard",2014,11,0,0,0
"441313",24,2,37,68311,68311,0,0,"Canada","Ontario","Trenton","K8V4B2","Female","Bachelor",75899,"Married","Star",14510.75,"Standard",2015,9,0,0,0
"441340",24,2,39,67927,67927,1863,335,"Canada","British Columbia","Vancouver","V1E4R6","Male","Bachelor",60235,"Divorced","Star",4834.71,"Standard",2015,10,0,0,0
"441345",11,1,21,34117,51175.5,0,0,"Canada","Ontario","Toronto","M1R4K3","Male","College",73008,"Single","Nova",9402.73,"2018 Promotion",2018,3,2018,11,1
"441356",24,2,26,37983,37983,389,70,"Canada","British Columbia","Vancouver","V6E3D9","Male","College",73544,"Single","Nova",5885.34,"Standard",2017,6,0,0,0
"441359",24,2,43,61387,61387,1373,247,"Canada","Alberta","Edmonton","T9G1W3","Male","Bachelor",85887,"Married","Star",4838.21,"Standard",2014,9,0,0,0
"441389",24,2,47,62315,62315,901,163,"Canada","Ontario","Toronto","P2T6G3","Male","Bachelor",47733,"Divorced","Star",2402.82,"Standard",2016,12,0,0,0
"441419",24,2,9,16128,16128,0,0,"Canada","Nova Scotia","Halifax","B3C2M8","Male","Bachelor",59622,"Single","Star",2647.52,"Standard",2017,3,2017,11,1
"441423",24,2,33,59687,59687,1315,237,"Canada","Saskatchewan","Regina","S1J3C5","Male","Bachelor",59491,"Married","Star",4413.29,"Standard",2015,11,0,0,0
"441439",24,2,24,39136,39136,0,0,"Canada","Quebec","Montreal","H2T9K8","Male","Master",79329,"Divorced","Star",4904.89,"Standard",2014,7,0,0,0
"441440",24,2,27,45164,45164,0,0,"Canada","Alberta","Edmonton","T9G1W3","Female","Bachelor",50797,"Single","Star",4637.16,"Standard",2017,2,0,0,0
"441442",24,2,37,52964,52964,1426,257,"Canada","British Columbia","Vancouver","V6E3D9","Male","Bachelor",57526,"Married","Nova",5552.33,"Standard",2012,6,0,0,0
"441509",24,2,36,45246,45246,1148,206,"Canada","Quebec","Montreal","H2T9K8","Male","Bachelor",77435,"Married","Aurora",5550.15,"Standard",2015,2,0,0,0
"441623",24,2,29,46861,46861,389,70,"Canada","British Columbia","Whistler","V6T1Y8","Male","Bachelor",80038,"Divorced","Star",5674.14,"Standard",2014,5,0,0,0
"441631",11,1,53,77833,116749.5,0,0,"Canada","British Columbia","Vancouver","V6E3Z3","Male","College",73544,"Married","Aurora",15950.02,"2018 Promotion",2018,4,0,0,0
"441670",24,2,17,32263,32263,0,0,"Canada","Saskatchewan","Regina","S6J3G0","Male","Bachelor",74756,"Married","Nova",3554.85,"Standard",2013,1,2017,12,1
"441719",24,2,0,0,0,0,0,"Canada","Quebec","Montreal","H2T2J6","Female","High School or Below",57235,"Married","Star",4099.66,"Standard",2014,12,2015,8,1
"441724",24,2,34,48203,48203,2844,512,"Canada","Ontario","Toronto","M2M6J7","Male","Bachelor",82250,"Single","Star",4502.68,"Standard",2012,12,0,0,0
"441741",24,2,27,42361,42361,349,63,"Canada","Ontario","Toronto","P2T6G3","Female","Bachelor",50879,"Single","Nova",3933.81,"Standard",2015,7,0,0,0
"441782",24,2,40,63054,63054,1638,295,"Canada","British Columbia","Vancouver","V5R1W3","Female","Bachelor",83973,"Married","Star",4916.3,"Standard",2014,6,0,0,0
"441964",24,2,31,42371,42371,1711,308,"Canada","British Columbia","Kelowna","V092E9","Female","College",76527,"Single","Aurora",6033.22,"Standard",2017,8,0,0,0
"442014",24,2,46,54371,54371,1851,333,"Canada","Ontario","Toronto","P1J8T7","Female","Bachelor",88366,"Divorced","Nova",5872.96,"Standard",2016,6,0,0,0
"442018",24,2,32,47776,47776,738,133,"Canada","Quebec","Montreal","H2T9K8","Male","High School or Below",45229,"Single","Nova",4770.55,"Standard",2017,7,0,0,0
