"","loyalty_number","country","province","city","postal_code","gender","education","salary","marital_status","loyalty_card","clv","enrollment_type","enrollment_year","enrollment_month","cancellation_year","cancellation_month"
"7099",723715,"Canada","Ontario","Ottawa","K1F2R2","Male","Bachelor",63769,"Married","Nova",6008.18,"Standard",2018,7,0,0
"7100",249352,"Canada","New Brunswick","Moncton","E1A2A7","Male","High School or Below",72217,"Married","Nova",6013.74,"Standard",2015,9,0,0
"7101",372824,"Canada","Quebec","Tremblant","H5Y2S9","Female","High School or Below",72217,"Married","Nova",6013.74,"Standard",2016,12,0,0
"7102",840184,"Canada","Nova Scotia","Halifax","B3J9S2","Male","Bachelor",81116,"Divorced","Star",3386.19,"2018 Promotion",2018,4,0,0
"7103",128950,"Canada","British Columbia","Vancouver","V6E3Z3","Female","Bachelor",68157,"Single","Nova",6031.52,"Standard",2014,1,0,0
"7104",178461,"Canada","Ontario","Toronto","M8Y4K8","Male","College",0,"Single","Nova",6033.22,"Standard",2015,10,2018,8
"7105",678967,"Canada","British Columbia","Whistler","V6T1Y8","Male","Bachelor",53557,"Married","Nova",6035.09,"Standard",2016,6,0,0
"7106",854831,"Canada","Quebec","Montreal","H2T9K8","Male","Bachelor",53557,"Married","Nova",6035.09,"Standard",2017,11,0,0
"7107",407798,"Canada","Ontario","Toronto","P1J8T7","Male","Bachelor",50858,"Divorced","Nova",6042.91,"Standard",2014,6,0,0
"7108",457552,"Canada","Ontario","Ottawa","K1G4Z0","Male","Bachelor",46831,"Married","Nova",6047.03,"Standard",2018,10,0,0
"7109",844834,"Canada","Nova Scotia","Halifax","B3J9S2","Male","Bachelor",43185,"Married","Star",3690.7,"2018 Promotion",2018,3,0,0
"7110",552823,"Canada","Manitoba","Winnipeg","R3R3T4","Female","College",0,"Single","Nova",6051.8,"Standard",2014,9,0,0
"7111",906826,"Canada","Quebec","Montreal","H2Y4R4","Male","College",0,"Single","Nova",6051.8,"Standard",2016,2,0,0
"7112",817744,"Canada","Ontario","Trenton","K8V4B2","Male","Doctor",138073,"Married","Nova",6054.49,"Standard",2014,9,0,0
"7113",163615,"Canada","Quebec","Montreal","H2Y2W2","Female","Master",126642,"Married","Nova",6057.07,"Standard",2014,6,0,0
"7114",399065,"Canada","British Columbia","Vancouver","V6E3D9","Male","Master",126642,"Married","Nova",6057.07,"Standard",2012,5,0,0
"7115",612488,"Canada","Ontario","Ottawa","K1F2R2","Male","Master",126642,"Married","Nova",6057.07,"Standard",2015,12,0,0
"7116",644893,"Canada","Ontario","Toronto","P5S6R4","Female","Master",126642,"Married","Nova",6057.07,"Standard",2017,5,2018,1
"7117",940523,"Canada","New Brunswick","Moncton","E1A2A7","Female","Master",126642,"Married","Nova",6057.07,"Standard",2013,4,2015,10
"7118",627670,"Canada","Alberta","Banff","T4V1D4","Male","Bachelor",55781,"Married","Nova",6066.12,"Standard",2017,1,0,0
"7119",712220,"Canada","British Columbia","Victoria","V106T5","Female","Master",108785,"Divorced","Nova",6073.24,"Standard",2018,10,0,0
"7120",723061,"Canada","Ontario","Toronto","P1J8T7","Male","College",0,"Single","Nova",6081.05,"Standard",2015,7,0,0
"7121",621218,"Canada","Ontario","Toronto","P1L8X8","Male","Bachelor",64625,"Single","Nova",6085.3,"Standard",2015,9,0,0
"7122",265072,"Canada","British Columbia","West Vancouver","V6V8Z3","Female","Master",81845,"Divorced","Nova",6086.43,"Standard",2012,5,0,0
"7123",402638,"Canada","Quebec","Montreal","H2T9K8","Female","Master",81845,"Divorced","Nova",6086.43,"Standard",2017,10,0,0
"7124",960913,"Canada","British Columbia","Vancouver","V1E4R6","Female","Bachelor",86244,"Married","Nova",6098.46,"Standard",2016,1,0,0
"7125",899734,"Canada","Ontario","Trenton","K8V4B2","Male","Bachelor",63225,"Married","Nova",6102.31,"Standard",2016,3,2016,11
"7126",796347,"Canada","Ontario","Trenton","K8V4B2","Female","Doctor",156945,"Married","Nova",6104.5,"Standard",2016,10,0,0
"7127",688178,"Canada","Ontario","Toronto","P5S6R4","Female","Bachelor",77608,"Married","Nova",6104.85,"Standard",2016,5,0,0
"7128",761600,"Canada","Ontario","Trenton","K8V4B2","Female","College",0,"Married","Nova",6105.8,"Standard",2018,7,0,0
"7129",237293,"Canada","Ontario","Toronto","P5S6R4","Female","College",0,"Single","Nova",6109.14,"Standard",2013,6,0,0
"7130",880406,"Canada","British Columbia","Vancouver","V6E3D9","Female","College",0,"Single","Nova",6109.14,"Standard",2016,11,0,0
"7131",245356,"Canada","Newfoundland","St. John's","A1C6H9","Male","College",0,"Single","Nova",6113.87,"Standard",2016,6,0,0
"7132",362736,"Canada","Quebec","Quebec City","G1B3L5","Female","College",0,"Single","Nova",6113.87,"Standard",2012,10,0,0
"7133",459971,"Canada","Manitoba","Winnipeg","R2C0M5","Male","College",0,"Single","Nova",6117.03,"Standard",2016,6,0,0
"7134",994541,"Canada","Manitoba","Winnipeg","R2C0M5","Female","High School or Below",68380,"Married","Nova",6120.19,"Standard",2013,9,0,0
"7135",517533,"Canada","Alberta","Calgary","T3E2V9","Male","Bachelor",51508,"Married","Nova",6121.11,"Standard",2016,1,0,0
"7136",667041,"Canada","British Columbia","Vancouver","V1E4R6","Female","Bachelor",98334,"Married","Nova",6131.66,"Standard",2014,3,0,0
"7137",968090,"Canada","Nova Scotia","Halifax","B3J9S2","Male","Bachelor",64012,"Divorced","Nova",6134.39,"Standard",2013,9,0,0
"7138",897545,"Canada","British Columbia","Vancouver","V6E3D9","Male","College",0,"Single","Nova",6141.96,"Standard",2018,5,0,0
"7139",314441,"Canada","Quebec","Quebec City","G1B3L5","Female","Bachelor",64859,"Married","Nova",6143.9,"Standard",2013,5,2016,4
"7140",866362,"Canada","New Brunswick","Moncton","E1A2A7","Female","Bachelor",89586,"Divorced","Nova",6156.36,"Standard",2018,12,0,0
"7141",387584,"Canada","British Columbia","Vancouver","V6E3D9","Female","College",0,"Single","Nova",6158.85,"Standard",2013,10,0,0
"7142",266429,"Canada","New Brunswick","Fredericton","E3B2H2","Male","Bachelor",90879,"Married","Nova",6162.2,"Standard",2016,4,2017,10
"7143",384328,"Canada","Alberta","Edmonton","T3G6Y6","Female","College",0,"Single","Nova",6165.56,"Standard",2017,3,0,0
"7144",590393,"Canada","Quebec","Montreal","H4G3T4","Male","Bachelor",76459,"Married","Nova",6165.86,"Standard",2018,10,0,0
"7145",615989,"Canada","New Brunswick","Moncton","E1A2A7","Female","Bachelor",51875,"Married","Nova",6167.85,"Standard",2017,3,0,0
"7146",351238,"Canada","Quebec","Montreal","H2Y4R4","Male","Bachelor",68149,"Married","Nova",6176.7,"Standard",2014,11,0,0
"7147",396726,"Canada","British Columbia","Whistler","V6T1Y8","Female","College",0,"Single","Nova",6179.7,"Standard",2017,3,0,0
"7148",795174,"Canada","Alberta","Edmonton","T3G6Y6","Male","Doctor",220552,"Single","Nova",6183.11,"Standard",2018,12,0,0
"7149",266326,"Canada","British Columbia","Vancouver","V6E3Z3","Male","Bachelor",58589,"Married","Nova",6183.19,"Standard",2018,11,0,0
"7150",553973,"Canada","Ontario","Toronto","P1J8T7","Female","Bachelor",47288,"Divorced","Nova",6185.34,"Standard",2014,8,0,0
"7151",512179,"Canada","Quebec","Montreal","H2T9K8","Male","Bachelor",96575,"Divorced","Nova",6186.5,"Standard",2013,9,0,0
"7152",407032,"Canada","British Columbia","Dawson Creek","U5I4F1","Female","College",0,"Single","Nova",6187.35,"Standard",2015,10,0,0
"7153",151030,"Canada","Nova Scotia","Halifax","B3C2M8","Female","Bachelor",17166,"Married","Star",3847.35,"2018 Promotion",2018,2,0,0
"7154",434888,"Canada","Ontario","Toronto","P1L8X8","Female","Bachelor",61434,"Married","Nova",6188.38,"Standard",2014,5,0,0
"7155",206332,"Canada","British Columbia","Vancouver","V6E3D9","Female","College",0,"Single","Nova",6189.12,"Standard",2014,10,2015,6
"7156",779082,"Canada","Nova Scotia","Halifax","B3J9S2","Male","Bachelor",93211,"Married","Star",4508.86,"2018 Promotion",2018,4,0,0
"7157",172348,"Canada","Manitoba","Winnipeg","R2C0M5","Female","Bachelor",75463,"Married","Nova",6189.99,"Standard",2017,4,0,0
"7158",112842,"Canada","Ontario","Kingston","M9K2P4","Male","College",0,"Married","Nova",6217.26,"Standard",2016,11,0,0
"7159",505204,"Canada","Quebec","Tremblant","H5Y2S9","Male","Bachelor",69917,"Married","Nova",6218.66,"Standard",2015,4,0,0
"7160",491404,"Canada","New Brunswick","Moncton","E1A2A7","Female","College",0,"Single","Nova",6220.77,"Standard",2017,7,0,0
"7161",390562,"Canada","Quebec","Hull","J8Y3Z5","Male","Bachelor",86254,"Single","Nova",6222.21,"Standard",2018,7,0,0
"7162",493894,"Canada","British Columbia","Vancouver","V6E3Z3","Male","Bachelor",86254,"Single","Nova",6222.21,"Standard",2013,8,0,0
"7163",527244,"Canada","Quebec","Montreal","H4G3T4","Male","College",0,"Single","Nova",6227.37,"Standard",2017,12,0,0
"7164",349730,"Canada","Ontario","Toronto","M2P4F6","Male","Doctor",279093,"Single","Nova",6232.69,"Standard",2014,7,0,0
"7165",397533,"Canada","Ontario","Toronto","M8Y4K8","Female","College",0,"Married","Nova",6234.31,"Standard",2012,8,0,0
"7166",767058,"Canada","British Columbia","Vancouver","V1E4R6","Male","College",0,"Married","Nova",6234.31,"Standard",2017,7,0,0
"7167",458939,"Canada","Ontario","Toronto","M8Y4K8","Female","College",0,"Single","Nova",6239.26,"Standard",2016,12,0,0
"7168",244538,"Canada","Newfoundland","St. John's","A1C6H9","Male","College",0,"Single","Nova",6240.66,"Standard",2016,7,0,0
"7169",681270,"Canada","Quebec","Montreal","H4G3T4","Male","Bachelor",74153,"Divorced","Nova",6243.14,"Standard",2014,5,0,0
"7170",140077,"Canada","Nova Scotia","Halifax","B3J9S2","Male","High School or Below",27588,"Single","Star",4770.55,"2018 Promotion",2018,3,0,0
"7171",206680,"Canada","Nova Scotia","Halifax","B3J9S2","Male","College",0,"Married","Nova",6265.34,"Standard",2013,3,0,0
"7172",475550,"Canada","Quebec","Montreal","H2T9K8","Male","College",0,"Married","Nova",6265.34,"Standard",2015,4,0,0
"7173",702257,"Canada","Saskatchewan","Regina","S1J3C5","Female","College",0,"Married","Nova",6265.34,"Standard",2013,6,0,0
"7174",921357,"Canada","Ontario","Toronto","M2M7K8","Female","College",0,"Married","Nova",6265.34,"Standard",2012,8,0,0
"7175",941621,"Canada","Newfoundland","St. John's","A1C6H9","Female","College",0,"Married","Nova",6265.34,"Standard",2017,6,2018,2
"7176",180321,"Canada","Quebec","Montreal","H3T8L4","Female","College",0,"Single","Nova",6269.14,"Standard",2017,10,0,0
"7177",489856,"Canada","Nova Scotia","Halifax","B3J9S2","Female","Bachelor",67721,"Married","Star",7851.58,"2018 Promotion",2018,4,0,0
"7178",445632,"Canada","Ontario","London","M5B3E4","Female","Bachelor",101335,"Single","Nova",6271.32,"Standard",2014,7,0,0
"7179",658175,"Canada","Ontario","Sudbury","M5V1G5","Female","Bachelor",88012,"Divorced","Nova",6272.42,"Standard",2017,7,0,0
"7180",568814,"Canada","Ontario","Toronto","M2Z4K1","Male","Bachelor",47153,"Married","Nova",6273.17,"Standard",2016,8,0,0
"7181",692275,"Canada","Ontario","Thunder Bay","K8T5M5","Male","Master",97497,"Divorced","Nova",6273.91,"Standard",2017,8,0,0
"7182",380255,"Canada","Ontario","Ottawa","K1F2R2","Female","High School or Below",46714,"Single","Nova",6274.45,"Standard",2016,8,0,0
"7183",936860,"Canada","Ontario","Toronto","M2M6J7","Male","College",0,"Single","Nova",6277.01,"Standard",2015,11,2016,5
"7184",463490,"Canada","Ontario","Toronto","P1J8T7","Male","College",0,"Married","Nova",6282.32,"Standard",2014,4,0,0
"7185",827334,"Canada","Ontario","Toronto","M8Y4K8","Male","College",0,"Single","Nova",6285.31,"Standard",2017,2,0,0
"7186",274107,"Canada","Quebec","Montreal","H4G3T4","Male","Bachelor",61670,"Married","Nova",6289.8,"Standard",2015,7,2016,3
"7187",506170,"Canada","Ontario","Toronto","M8Y4K8","Female","College",0,"Single","Nova",6291.59,"Standard",2013,1,0,0
"7188",874842,"Canada","British Columbia","Vancouver","V1E4R6","Male","Bachelor",51354,"Married","Nova",6292.74,"Standard",2017,9,0,0
"7189",552546,"Canada","Ontario","Toronto","P5S6R4","Male","Bachelor",65150,"Single","Nova",6293.96,"Standard",2015,6,2016,2
"7190",519276,"Canada","British Columbia","Vancouver","V6E3Z3","Female","High School or Below",80501,"Single","Nova",6300.44,"Standard",2016,7,0,0
"7191",560713,"Canada","New Brunswick","Fredericton","E3B2H2","Male","College",0,"Single","Nova",6305.93,"Standard",2013,12,0,0
"7192",723672,"Canada","Quebec","Tremblant","H5Y2S9","Male","College",0,"Single","Nova",6305.93,"Standard",2015,11,0,0
"7193",438299,"Canada","Ontario","Toronto","M2Z4K1","Female","Bachelor",47542,"Married","Nova",6308.92,"Standard",2017,4,0,0
"7194",122519,"Canada","Nova Scotia","Halifax","B3J9S2","Male","Bachelor",49927,"Married","Star",30081.37,"2018 Promotion",2018,3,0,0
"7195",231090,"Canada","Ontario","Trenton","K8V4B2","Female","Bachelor",90359,"Married","Nova",6310.4,"Standard",2014,11,0,0
"7196",236874,"Canada","British Columbia","Vancouver","V5R1W3","Female","Bachelor",71720,"Married","Nova",6314.58,"Standard",2013,5,2018,9
"7197",504311,"Canada","Ontario","Toronto","P1W1K4","Male","Bachelor",71720,"Married","Nova",6314.58,"Standard",2012,10,0,0
"7198",289693,"Canada","British Columbia","Dawson Creek","U5I4F1","Female","College",0,"Married","Nova",6314.6,"Standard",2018,7,0,0
"7199",775185,"Canada","Ontario","Toronto","M2Z4K1","Male","College",0,"Married","Nova",6314.6,"Standard",2015,4,0,0
"7200",206366,"Canada","Ontario","Ottawa","K1F2R2","Male","High School or Below",46991,"Divorced","Nova",6317.37,"Standard",2015,10,0,0
"7201",197973,"Canada","Ontario","Toronto","P1W1K4","Female","College",0,"Divorced","Nova",6326.68,"Standard",2018,1,0,0
"7202",576354,"Canada","British Columbia","Vancouver","V6E3Z3","Male","College",0,"Married","Nova",6331.34,"Standard",2012,5,0,0
"7203",590025,"Canada","Ontario","Trenton","K8V4B2","Female","College",0,"Married","Nova",6331.34,"Standard",2017,12,0,0
"7204",827819,"Canada","Quebec","Hull","J8Y3Z5","Male","Bachelor",84400,"Divorced","Nova",6333.03,"Standard",2015,3,0,0
"7205",447943,"Canada","Yukon","Whitehorse","Y2K6R0","Female","Bachelor",95340,"Single","Nova",6342.47,"Standard",2017,4,0,0
"7206",595334,"Canada","Quebec","Montreal","H4G3T4","Female","Bachelor",62830,"Married","Nova",6347.5,"Standard",2018,7,0,0
"7207",358039,"Canada","British Columbia","Vancouver","V5R1W3","Male","College",0,"Married","Nova",6358.25,"Standard",2018,6,0,0
"7208",508923,"Canada","Ontario","Sudbury","M5V1G5","Female","Bachelor",62051,"Married","Nova",6360.65,"Standard",2012,10,0,0
"7209",649404,"Canada","Ontario","Toronto","M2Z4K1","Male","College",0,"Married","Nova",6361.95,"Standard",2014,9,2015,5
"7210",177677,"Canada","British Columbia","Whistler","V6T1Y8","Female","Bachelor",64373,"Married","Nova",6366.23,"Standard",2016,2,2016,10
"7211",751616,"Canada","Ontario","Trenton","K8V4B2","Female","Doctor",264638,"Married","Star",3954.34,"2018 Promotion",2018,4,0,0
"7212",565351,"Canada","Quebec","Hull","J8Y3Z5","Female","Bachelor",64373,"Married","Nova",6366.23,"Standard",2013,9,0,0
"7213",969219,"Canada","Quebec","Quebec City","G1B3L5","Male","Bachelor",64373,"Married","Nova",6366.23,"Standard",2018,8,0,0
"7214",541008,"Canada","Ontario","London","M5B3E4","Male","Bachelor",59783,"Divorced","Star",3963.4,"2018 Promotion",2018,4,0,0
"7215",312226,"Canada","Ontario","Toronto","M1R4K3","Male","Bachelor",57150,"Single","Nova",6369.26,"Standard",2017,10,0,0
"7216",624980,"Canada","British Columbia","Vancouver","V5R1W3","Male","Bachelor",57150,"Single","Nova",6369.26,"Standard",2015,11,0,0
"7217",785738,"Canada","Quebec","Montreal","H2T2J6","Female","Bachelor",57150,"Single","Nova",6369.26,"Standard",2016,4,0,0
"7218",898438,"Canada","Ontario","Ottawa","K1G4Z0","Female","Bachelor",49320,"Married","Nova",6371.32,"Standard",2013,3,0,0
"7219",229308,"Canada","Quebec","Tremblant","H5Y2S9","Male","Bachelor",52275,"Divorced","Nova",6376.75,"Standard",2016,9,2016,12
"7220",605874,"Canada","Quebec","Montreal","H2Y2W2","Female","Bachelor",81579,"Married","Nova",6383.48,"Standard",2017,11,0,0
"7221",929282,"Canada","Ontario","Trenton","K8V4B2","Male","College",0,"Single","Nova",6383.61,"Standard",2017,6,0,0
"7222",424688,"Canada","British Columbia","Vancouver","V5R1W3","Male","Bachelor",49286,"Single","Nova",6386.28,"Standard",2016,3,0,0
"7223",965688,"Canada","Ontario","Toronto","P1W1K4","Male","Bachelor",49286,"Single","Nova",6386.28,"Standard",2015,9,0,0
"7224",140823,"Canada","Manitoba","Winnipeg","R6Y4T5","Female","Bachelor",51251,"Divorced","Nova",6388.21,"Standard",2016,8,0,0
"7225",795486,"Canada","British Columbia","West Vancouver","V6V8Z3","Female","College",0,"Single","Nova",6393.87,"Standard",2015,8,0,0
"7226",920145,"Canada","Ontario","Toronto","P1W1K4","Female","Bachelor",52465,"Married","Nova",6403.58,"Standard",2017,5,0,0
"7227",939333,"Canada","British Columbia","Vancouver","V5R1W3","Female","Bachelor",52465,"Married","Nova",6403.58,"Standard",2018,12,0,0
"7228",711363,"Canada","Ontario","Sudbury","M5V1G5","Male","College",0,"Married","Star",4064.11,"2018 Promotion",2018,4,2018,12
"7229",735171,"Canada","Ontario","Toronto","M1R4K3","Female","Bachelor",77062,"Married","Nova",6410.97,"Standard",2014,6,2015,2
"7230",839579,"Canada","Ontario","Ottawa","K1G4Z0","Male","Bachelor",66742,"Divorced","Nova",6411.68,"Standard",2017,10,0,0
"7231",760158,"Canada","Ontario","Toronto","M1R4K3","Female","Bachelor",21623,"Divorced","Star",4076.63,"2018 Promotion",2018,2,0,0
"7232",280879,"Canada","Quebec","Quebec City","G1B3L5","Male","Bachelor",66041,"Divorced","Nova",6418.25,"Standard",2017,5,0,0
"7233",304117,"Canada","British Columbia","West Vancouver","V6V8Z3","Male","College",0,"Single","Nova",6418.85,"Standard",2015,2,0,0
"7234",520202,"Canada","Quebec","Quebec City","G1B3L5","Male","High School or Below",62836,"Married","Nova",6431.74,"Standard",2017,11,0,0
"7235",242377,"Canada","Ontario","Trenton","K8V4B2","Male","College",0,"Single","Star",4221.31,"2018 Promotion",2018,4,0,0
"7236",972121,"Canada","Quebec","Montreal","H2Y2W2","Female","High School or Below",59842,"Married","Nova",6439,"Standard",2016,2,0,0
"7237",907636,"Canada","British Columbia","Victoria","V106T5","Male","College",0,"Single","Nova",6439.33,"Standard",2012,7,0,0
"7238",885497,"Canada","Ontario","Kingston","M9K2P4","Male","College",0,"Single","Star",4313.34,"2018 Promotion",2018,3,0,0
"7239",962278,"Canada","Ontario","Toronto","P1L8X8","Male","Doctor",240202,"Married","Star",4318.43,"2018 Promotion",2018,4,0,0
"7240",378920,"Canada","Ontario","Toronto","P1J8T7","Male","Bachelor",63722,"Married","Nova",6446.92,"Standard",2014,11,2018,10
"7241",635616,"Canada","Ontario","Trenton","K8V4B2","Female","Bachelor",54486,"Married","Nova",6451.26,"Standard",2013,8,0,0
"7242",559879,"Canada","Ontario","Toronto","M2M7K8","Female","Bachelor",59382,"Married","Nova",6457.56,"Standard",2013,7,0,0
"7243",555831,"Canada","Quebec","Tremblant","H5Y2S9","Female","Bachelor",48909,"Married","Nova",6459.64,"Standard",2017,6,2018,2
"7244",923201,"Canada","New Brunswick","Moncton","E1A2A7","Male","Bachelor",48909,"Married","Nova",6459.64,"Standard",2015,7,0,0
"7245",661708,"Canada","Nova Scotia","Halifax","B3J9S2","Female","College",0,"Single","Nova",6462.22,"Standard",2017,11,0,0
"7246",134397,"Canada","British Columbia","Vancouver","V6E3D9","Male","Bachelor",67497,"Married","Nova",6470.54,"Standard",2014,12,0,0
"7247",326988,"Canada","Quebec","Montreal","H4G3T4","Male","Bachelor",95723,"Single","Nova",6486.11,"Standard",2017,4,0,0
"7248",788354,"Canada","New Brunswick","Fredericton","E3B2H2","Male","Bachelor",101441,"Divorced","Nova",6488.9,"Standard",2014,6,0,0
"7249",324125,"Canada","Ontario","Toronto","M2Z4K1","Male","High School or Below",50200,"Married","Nova",6494.24,"Standard",2018,7,0,0
"7250",489221,"Canada","British Columbia","Dawson Creek","U5I4F1","Female","High School or Below",50200,"Married","Nova",6494.24,"Standard",2012,12,0,0
"7251",891696,"Canada","Ontario","Trenton","K8V4B2","Female","Bachelor",97241,"Married","Nova",6496.2,"Standard",2015,7,0,0
"7252",475123,"Canada","British Columbia","West Vancouver","V6V8Z3","Female","College",0,"Single","Nova",6500.41,"Standard",2013,5,0,0
"7253",781052,"Canada","British Columbia","Vancouver","V1E4R6","Female","College",0,"Single","Nova",6503.14,"Standard",2014,12,0,0
"7254",273478,"Canada","British Columbia","Vancouver","V5R1W3","Male","Doctor",199894,"Married","Nova",6503.4,"Standard",2016,8,0,0
"7255",666702,"Canada","Ontario","Toronto","M2Z4K1","Female","Doctor",199894,"Married","Nova",6503.4,"Standard",2017,4,2017,12
"7256",834523,"Canada","British Columbia","Vancouver","V1E4R6","Male","Doctor",199894,"Married","Nova",6503.4,"Standard",2012,6,0,0
"7257",951624,"Canada","Ontario","Toronto","P1J8T7","Male","Doctor",199894,"Married","Nova",6503.4,"Standard",2015,3,0,0
"7258",709479,"Canada","Ontario","Toronto","P1W1K4","Male","College",0,"Single","Nova",6507.75,"Standard",2014,8,2017,9
"7259",943553,"Canada","British Columbia","Vancouver","V5R1W3","Male","College",0,"Single","Nova",6507.75,"Standard",2014,11,0,0
"7260",106839,"Canada","Ontario","London","M5B3E4","Male","Bachelor",63081,"Married","Nova",6511.47,"Standard",2014,7,0,0
"7261",326418,"Canada","British Columbia","Vancouver","V6E3D9","Female","Bachelor",68521,"Married","Nova",6513.61,"Standard",2014,7,0,0
"7262",723820,"Canada","British Columbia","Vancouver","V5R1W3","Female","Bachelor",88350,"Divorced","Nova",6514.43,"Standard",2017,9,0,0
"7263",446302,"Canada","British Columbia","Vancouver","V1E4R6","Female","College",0,"Married","Nova",6514.95,"Standard",2015,3,0,0
"7264",275209,"Canada","British Columbia","Vancouver","V6E3Z3","Male","Bachelor",66488,"Married","Nova",6515.03,"Standard",2014,11,0,0
"7265",129976,"Canada","Quebec","Montreal","H2T2J6","Male","Bachelor",60295,"Married","Nova",6519.29,"Standard",2016,6,0,0
"7266",197096,"Canada","British Columbia","West Vancouver","V6V8Z3","Female","Bachelor",60295,"Married","Nova",6519.29,"Standard",2013,7,0,0
"7267",160707,"Canada","Ontario","Toronto","P5S6R4","Male","Bachelor",100487,"Married","Nova",6520.82,"Standard",2013,10,0,0
"7268",340604,"Canada","Quebec","Quebec City","G1B3L5","Male","Bachelor",85038,"Married","Nova",6521.37,"Standard",2012,11,0,0
"7269",502784,"Canada","British Columbia","Victoria","V106T5","Male","Bachelor",85038,"Married","Nova",6521.37,"Standard",2018,8,0,0
"7270",974209,"Canada","Ontario","Thunder Bay","K8T5M5","Male","Bachelor",85038,"Married","Nova",6521.37,"Standard",2012,5,0,0
"7271",244611,"Canada","Quebec","Tremblant","H5Y2S9","Male","Bachelor",64381,"Married","Nova",6529.91,"Standard",2016,9,0,0
"7272",931244,"Canada","British Columbia","Vancouver","V5R1W3","Female","Bachelor",50141,"Married","Nova",6532.01,"Standard",2012,6,0,0
"7273",778590,"Canada","Alberta","Edmonton","T9G1W3","Female","College",0,"Single","Nova",6535.56,"Standard",2013,1,0,0
"7274",669810,"Canada","Nova Scotia","Halifax","B3J9S2","Female","Doctor",188179,"Divorced","Nova",6540.2,"Standard",2012,10,0,0
"7275",485705,"Canada","Ontario","Kingston","M9K2P4","Female","Bachelor",73022,"Married","Nova",6552.4,"Standard",2018,12,0,0
"7276",400265,"Canada","Quebec","Quebec City","G1B3L5","Female","College",0,"Single","Nova",6553.94,"Standard",2016,12,0,0
"7277",575070,"Canada","Ontario","Toronto","M1R4K3","Male","Doctor",239677,"Single","Nova",6554.22,"Standard",2015,6,0,0
"7278",734838,"Canada","Quebec","Montreal","H4G3T4","Male","Doctor",197007,"Married","Nova",6555.36,"Standard",2014,11,2018,2
"7279",371159,"Canada","Ontario","Trenton","K8V4B2","Female","College",0,"Single","Nova",6559.35,"Standard",2014,12,0,0
"7280",876254,"Canada","Ontario","Kingston","M9K2P4","Male","College",0,"Single","Nova",6560.82,"Standard",2017,3,0,0
"7281",252563,"Canada","Ontario","Trenton","K8V4B2","Male","Doctor",247960,"Married","Nova",6568.76,"Standard",2016,7,2017,3
"7282",233738,"Canada","British Columbia","Victoria","V106T5","Male","College",0,"Single","Nova",6582.45,"Standard",2013,10,0,0
"7283",420008,"Canada","British Columbia","Vancouver","V6E3D9","Male","College",0,"Single","Nova",6583.21,"Standard",2013,5,0,0
"7284",494536,"Canada","Ontario","Toronto","P5S6R4","Female","College",0,"Single","Nova",6583.21,"Standard",2017,3,0,0
"7285",132935,"Canada","Ontario","Ottawa","K1F2R2","Female","College",0,"Single","Nova",6595.1,"Standard",2013,3,0,0
"7286",175832,"Canada","Manitoba","Winnipeg","R2C0M5","Female","Bachelor",58293,"Married","Nova",6599.08,"Standard",2014,7,2016,5
"7287",501602,"Canada","Ontario","Sudbury","M5V1G5","Male","College",0,"Single","Nova",6600.48,"Standard",2015,11,0,0
"7288",438869,"Canada","New Brunswick","Fredericton","E3B2H2","Male","Bachelor",49187,"Married","Nova",6610.05,"Standard",2012,12,0,0
"7289",493350,"Canada","Quebec","Tremblant","H5Y2S9","Female","Bachelor",49187,"Married","Nova",6610.05,"Standard",2017,4,0,0
"7290",800878,"Canada","Ontario","Kingston","M9K2P4","Male","Bachelor",52975,"Single","Nova",6612.62,"Standard",2017,1,0,0
"7291",749112,"Canada","Alberta","Banff","T4V1D4","Female","College",0,"Single","Nova",6613.97,"Standard",2018,6,0,0
"7292",966372,"Canada","Newfoundland","St. John's","A1C6H9","Male","College",0,"Single","Nova",6617.14,"Standard",2013,12,0,0
"7293",270969,"Canada","Ontario","Toronto","M2M7K8","Female","High School or Below",60347,"Married","Nova",6618.02,"Standard",2018,6,0,0
"7294",885723,"Canada","New Brunswick","Fredericton","E3B2H2","Female","Bachelor",50255,"Single","Nova",6620.44,"Standard",2013,12,0,0
"7295",372237,"Canada","Ontario","Toronto","M2M7K8","Female","College",0,"Married","Nova",6624.61,"Standard",2013,8,0,0
"7296",116207,"Canada","Quebec","Quebec City","G1B3L5","Female","Bachelor",62245,"Married","Nova",6625.29,"Standard",2017,1,2017,9
"7297",152014,"Canada","Nova Scotia","Halifax","B3C2M8","Male","Bachelor",62245,"Married","Nova",6625.29,"Standard",2016,4,0,0
"7298",236794,"Canada","Ontario","Toronto","P1J8T7","Female","College",0,"Married","Nova",6625.47,"Standard",2018,12,0,0
"7299",851370,"Canada","British Columbia","Vancouver","V5R1W3","Female","College",0,"Married","Nova",6625.47,"Standard",2018,6,0,0
"7300",172610,"Canada","Ontario","London","M5B3E4","Female","Master",56414,"Divorced","Star",4458.11,"2018 Promotion",2018,2,0,0
"7301",769602,"Canada","Ontario","Toronto","P1J8T7","Female","Bachelor",98314,"Married","Nova",6627.17,"Standard",2015,11,2016,7
"7302",874184,"Canada","Ontario","Toronto","M8Y4K8","Male","College",0,"Divorced","Nova",6630.84,"Standard",2014,2,0,0
"7303",805110,"Canada","Ontario","Trenton","K8V4B2","Female","College",0,"Single","Star",4463,"2018 Promotion",2018,2,0,0
