"loyalty_number","total_months","total_years","total_flights","distance","points_accumulated","points_redeemed","dollar_cost_points_redeemed","country","province","city","postal_code","gender","education","salary","marital_status","loyalty_card","clv","enrollment_type","enrollment_year","enrollment_month","cancellation_year","cancellation_month","churned","log_dollar_cost_points_redeemed","log_points_accumulated","log_points_redeemed","log_distance","log_salary","log_clv","sqrt_total_flights"
500022,24,2,50,66681,66681,589,106,"Canada","British Columbia","Vancouver","V6E3D9","Male","Bachelor",72364,"Single","Star",5323.27,"Standard",2013,3,0,0,0,4.67282883446191,11.1076903304161,6.38012253689976,11.1076903304161,11.1894780360717,8.58003089197816,1.98288316164224
500058,24,2,13,15643,15643,0,0,"Canada","Quebec","Montreal","H2T9K8","Male","Bachelor",77288,"Married","Nova",2921.49,"Standard",2012,11,0,0,0,0,9.6578427358754,0,9.6578427358754,11.2553069217328,7.9801912716124,1.6245175682692
500060,24,2,45,70451,70451,1235,223,"Canada","New Brunswick","Moncton","E1A2A7","Male","Bachelor",91978,"Divorced","Star",4942.87,"Standard",2015,2,0,0,0,5.41164605185504,11.1626869058522,7.11963563801764,11.1626869058522,11.4293155691061,8.50590370429344,1.95669144130829
500115,24,2,13,19776,19776,0,0,"Canada","British Columbia","Vancouver","V6E3Z3","Female","Bachelor",76714,"Married","Nova",7124.2,"Standard",2018,6,0,0,0,0,9.89227492532203,0,9.89227492532203,11.2478525353793,8.87139307491833,1.6245175682692
500248,11,1,91,158747,238120.5,0,0,"Canada","British Columbia","West Vancouver","V6V8Z3","Male","Bachelor",57644,"Married","Star",7092.64,"2018 Promotion",2018,3,0,0,0,0,12.3805363265924,0,11.9750733182504,10.9620587916671,8.86695388693565,2.12644975888194
500280,24,2,45,71921,71921,2982,537,"Canada","Ontario","Ottawa","K1F2R2","Male","Bachelor",87135,"Married","Star",2489.75,"Standard",2016,11,0,0,0,6.28785856016178,11.1833374774352,8.00068478451475,11.1833374774352,11.3752253954735,7.82033914892497,1.95669144130829
500374,11,1,65,108637,162955.5,0,0,"Canada","British Columbia","Whistler","V6T1Y8","Male","High School or Below",59494,"Single","Star",4770.55,"2018 Promotion",2018,2,0,0,0,0,12.0012385730068,0,11.5957765331974,10.9936475543893,8.47042647868745,2.04686461252972
500455,24,2,34,51887,51887,537,97,"Canada","British Columbia","Whistler","V6T1Y8","Male","Bachelor",57385,"Married","Star",4829.57,"Standard",2016,1,0,0,0,4.58496747867057,10.8568428285471,6.28785856016178,10.8568428285471,10.9575556501196,8.48271975210606,1.88556306218843
500759,24,2,44,66192,66192,1801,324,"Canada","Alberta","Banff","T4V1D4","Female","Bachelor",70559,"Married","Star",2672.1,"Standard",2012,6,0,0,0,5.78382518232974,11.1003299961529,7.49665243816828,11.1003299961529,11.1642186906807,7.89099412658766,1.95106701314187
500767,24,2,47,72847,72847,1280,230,"Canada","Ontario","Thunder Bay","K8T5M5","Male","Doctor",261234,"Married","Star",2866.6,"Standard",2012,9,0,0,0,5.44241771052179,11.1961303575746,7.15539630189673,11.1961303575746,12.4731756643448,7.96123072197872,1.96753678768858
500782,24,2,36,58938,58938,750,135,"Canada","Quebec","Hull","J8Y3Z5","Male","Bachelor",61904,"Married","Star",8378.36,"Standard",2016,4,0,0,0,4.91265488573605,10.9842582897412,6.62140565176413,10.9842582897412,11.0333562308548,9.03352681824458,1.90024154060588
500788,24,2,51,75461,75461,1453,262,"Canada","Ontario","Toronto","M2M7K8","Male","Bachelor",92396,"Married","Aurora",8838.09,"Standard",2012,8,0,0,0,5.57215403217776,11.2313844972752,7.28207365809346,11.2313844972752,11.4338497895702,9.08693920915641,1.98777355817543
501030,24,2,26,32965,32965,0,0,"Canada","British Columbia","Vancouver","V6E3Z3","Male","Bachelor",93541,"Married","Star",3934.71,"Standard",2017,3,0,0,0,0,10.4032320062913,0,10.4032320062913,11.4461658122786,8.27784657659593,1.81544398591759
501109,24,2,40,64867,64867,427,77,"Canada","Quebec","Montreal","H2Y2W2","Male","Bachelor",71633,"Married","Star",7385.36,"Standard",2016,4,0,0,0,4.35670882668959,11.0801097148393,6.0591231955818,11.0801097148393,11.1793251005734,8.9073903350858,1.92706306765095
501131,24,2,50,70377,70377,990,178,"Canada","New Brunswick","Fredericton","E3B2H2","Male","Bachelor",75949,"Married","Star",6508.76,"Standard",2014,10,0,0,0,5.18738580584075,11.1616359933078,6.89871453432999,11.1616359933078,11.2378305080239,8.78105786816359,1.98288316164224
501189,24,2,0,0,0,0,0,"Canada","British Columbia","Vancouver","V6E3Z3","Male","Bachelor",103790,"Divorced","Nova",7446.81,"Standard",2012,7,0,0,0,0,0,0,0,11.5501345407525,8.91567530842743,0
501209,24,2,34,55151,55151,0,0,"Canada","Quebec","Montreal","H2T9K8","Female","Bachelor",92929,"Married","Aurora",5761.32,"Standard",2013,11,0,0,0,0,10.9178482887566,0,10.9178482887566,11.4396018005514,8.65909545037452,1.88556306218843
501217,24,2,5,6625,6625,0,0,"Canada","British Columbia","Victoria","V106T5","Male","Bachelor",52384,"Married","Nova",7275.92,"Standard",2018,11,0,0,0,0,8.79875658285984,0,8.79875658285984,10.8663755697871,8.89246297474536,1.33856619904585
501363,24,2,41,59791,59791,1231,222,"Canada","Manitoba","Winnipeg","R2C0M5","Female","High School or Below",45384,"Married","Star",4726.87,"Standard",2017,5,0,0,0,5.40717177146012,10.9986271517253,7.11639414409346,10.9986271517253,10.7229369329607,8.46123006293804,1.93330536084794
501569,24,2,11,18158,18158,658,118,"Canada","British Columbia","Vancouver","V6E3D9","Female","Bachelor",68546,"Single","Star",2771.05,"Standard",2016,12,2017,8,1,4.77912349311153,9.8069215845598,6.49072353450251,9.8069215845598,11.1352749203567,7.92734239766516,1.57635866787606
501699,24,2,36,59549,59549,994,179,"Canada","Ontario","Toronto","M2M7K8","Male","Bachelor",97030,"Divorced","Star",5757.44,"Standard",2017,6,0,0,0,5.19295685089021,10.9945715747834,6.90274273715859,10.9945715747834,11.4827857940571,8.65842188367463,1.90024154060588
501875,24,2,39,62782,62782,809,146,"Canada","Alberta","Banff","T4V1D4","Male","Bachelor",94035,"Married","Nova",4475.42,"Standard",2018,5,0,0,0,4.99043258677874,11.0474396151733,6.69703424766648,11.0474396151733,11.4514329666579,8.40657889880986,1.92064558263984
501877,11,1,65,86660,129990,2630,474,"Canada","British Columbia","Vancouver","V6E3Z3","Female","Bachelor",90915,"Married","Nova",4408.07,"2018 Promotion",2018,3,0,0,0,6.16331480403464,11.7752204962719,7.87511928104029,11.3697592345765,11.417691282278,8.39141906184792,2.04686461252972
501885,24,2,3,2674,2674,453,82,"Canada","Ontario","Sudbury","M5V1G5","Female","Bachelor",72500,"Divorced","Nova",32317.03,"Standard",2018,6,0,0,0,4.4188406077966,7.89170465933011,6.11809719804135,7.89170465933011,11.1913556338511,10.383380557807,1.17741002251547
501976,24,2,26,26617,26617,1711,308,"Canada","Quebec","Montreal","H2T9K8","Male","Bachelor",69912,"Married","Nova",15253.26,"Standard",2013,7,0,0,0,5.73334127689775,10.1893429576465,7.44541755670169,10.1893429576465,11.1550068909012,9.63261408728851,1.81544398591759
502012,24,2,46,82027,82027,1946,350,"Canada","Ontario","Toronto","P1J8T7","Female","Bachelor",81838,"Married","Nova",9148.88,"Standard",2013,7,0,0,0,5.86078622346587,11.3148159313757,7.5740450053722,11.3148159313757,11.312509181587,9.12149604342947,1.96217929907286
502023,24,2,24,32829,32829,0,0,"Canada","British Columbia","Whistler","V6T1Y8","Female","Bachelor",73082,"Married","Aurora",6685.07,"Standard",2012,5,0,0,0,0,10.3990980104956,0,10.3990980104956,11.1993510605525,8.80778153656329,1.7941225779941
502047,24,2,0,0,0,0,0,"Canada","Nova Scotia","Halifax","B3J9S2","Female","Bachelor",46688,"Single","Star",2417.78,"Standard",2018,5,0,0,0,0,0,0,0,10.7512638698731,7.79101855980195,0
502163,24,2,36,51804,51804,2239,404,"Canada","Alberta","Calgary","T3E2V9","Female","Bachelor",102274,"Married","Star",5973.14,"Standard",2014,4,0,0,0,6.00388706710654,10.8552419486859,7.71423114484909,10.8552419486859,11.5354205427976,8.69519543338596,1.90024154060588
502212,24,2,24,32400,32400,1277,229,"Canada","Ontario","Sudbury","M5V1G5","Female","Bachelor",102075,"Married","Star",4128.39,"Standard",2014,1,0,0,0,5.4380793089232,10.3859445655017,7.15305163493748,10.3859445655017,11.5334729128579,8.32588497528853,1.7941225779941
502376,24,2,34,47955,47955,595,107,"Canada","British Columbia","Vancouver","V1E4R6","Male","Bachelor",74612,"Married","Nova",15265.81,"Standard",2015,7,0,0,0,4.68213122712422,10.7780392028275,6.39024066706535,10.7780392028275,11.2200700337445,9.63343647003638,1.88556306218843
502390,24,2,51,79402,79402,372,67,"Canada","Ontario","Toronto","P1L8X8","Female","Bachelor",51999,"Married","Aurora",10548.54,"Standard",2015,5,0,0,0,4.21950770517611,11.2822914298968,5.92157841964382,11.2822914298968,10.8589989975636,9.26383753605789,1.98777355817543
502534,24,2,34,53662,53662,352,63,"Canada","New Brunswick","Fredericton","E3B2H2","Female","Bachelor",85221,"Divorced","Star",4901.89,"Standard",2014,8,0,0,0,4.15888308335967,10.890479029983,5.8664680569333,10.890479029983,11.3530148954478,8.49758010615583,1.88556306218843
502573,11,1,48,67284,100926,1047,188,"Canada","Quebec","Hull","J8Y3Z5","Male","Doctor",215254,"Married","Star",4236.84,"2018 Promotion",2018,4,0,0,0,5.24174701505964,11.5221527622204,6.95463886488099,11.1166926081756,12.2795786508239,8.35180898445817,1.97276970224875
502585,24,2,37,62635,62635,973,175,"Canada","Quebec","Hull","J8Y3Z5","Male","Bachelor",86067,"Single","Star",5555.83,"Standard",2016,7,0,0,0,5.17048399503815,11.0450954716653,6.88141130364254,11.0450954716653,11.3628929604733,8.62278308076591,1.9072456998841
502592,24,2,31,44948,44948,850,153,"Canada","New Brunswick","Fredericton","E3B2H2","Male","Bachelor",60759,"Divorced","Star",4860.91,"Standard",2016,8,0,0,0,5.03695260241363,10.7132837927113,6.74641212857337,10.7132837927113,11.0146869567097,8.48918664380388,1.86164870552952
502615,24,2,43,72675,72675,2709,487,"Canada","Ontario","Toronto","P1W1K4","Male","Bachelor",75762,"Single","Star",5503.92,"Standard",2012,5,0,0,0,6.19031540585315,11.1937664852223,7.90470391387375,11.1937664852223,11.2353653258088,8.61339751680777,1.94529936871379
502708,24,2,33,54563,54563,1846,331,"Canada","British Columbia","Vancouver","V5R1W3","Female","Bachelor",75968,"Married","Aurora",7943.51,"Standard",2013,10,0,0,0,5.80513496891649,10.907129603613,7.52131798019924,10.907129603613,11.2380806413199,8.98023640306009,1.87786062438514
502745,11,1,52,59924,89886,0,0,"Canada","Quebec","Hull","J8Y3Z5","Male","Bachelor",69221,"Married","Aurora",5131.36,"2018 Promotion",2018,3,0,0,0,0,11.4063086048866,0,11.0008490593026,11.1450740101553,8.54332087136568,1.99255913677665
502784,24,2,5,3775,3775,0,0,"Canada","British Columbia","Victoria","V106T5","Male","Bachelor",85038,"Married","Nova",6521.37,"Standard",2018,8,0,0,0,0,8.23642052726539,0,8.23642052726539,11.3508652537745,8.78299308580421,1.33856619904585
502848,24,2,38,56099,56099,2487,447,"Canada","Quebec","Tremblant","H5Y2S9","Male","Bachelor",54038,"Married","Nova",3575.04,"Standard",2013,6,0,0,0,6.10479323241498,10.9348910915108,7.81923445385907,10.9348910915108,10.8974612870917,8.18201132191317,1.91404327174953
502943,24,2,30,42544,42544,835,150,"Canada","Ontario","Toronto","P1J8T7","Male","Bachelor",56358,"Divorced","Nova",3095.8,"Standard",2013,1,0,0,0,5.01727983681492,10.6583176182837,6.7286286130847,10.6583176182837,10.939497222775,8.03812459926344,1.85310204912874
502952,24,2,10,16937,16937,0,0,"Canada","Ontario","Sudbury","M5V1G5","Male","Bachelor",58143,"Married","Star",2820.74,"Standard",2018,7,0,0,0,0,9.73731489748154,0,9.73731489748154,10.9706779711959,7.94510899492939,1.54851389170339
503025,24,2,24,35574,35574,377,68,"Canada","New Brunswick","Fredericton","E3B2H2","Female","High School or Below",55043,"Married","Star",2722.21,"Standard",2018,11,0,0,0,4.23410650459726,10.4793984229581,5.93489419561959,10.4793984229581,10.9158881443852,7.90956661052272,1.7941225779941
503096,24,2,0,0,0,0,0,"Canada","Ontario","Toronto","P1L8X8","Male","Bachelor",60903,"Married","Aurora",5461.55,"Standard",2018,11,0,0,0,0,0,0,0,11.017054132986,8.60567099268003,0
503217,24,2,50,79936,79936,825,149,"Canada","British Columbia","Vancouver","V5R1W3","Male","Bachelor",81838,"Married","Star",9148.88,"Standard",2012,12,0,0,0,5.01063529409626,11.288994103415,6.71659477352098,11.288994103415,11.312509181587,9.12149604342947,1.98288316164224
503242,24,2,6,9225,9225,0,0,"Canada","Ontario","Ottawa","K1F2R2","Female","Bachelor",61493,"Married","Nova",12157.54,"Standard",2018,8,0,0,0,0,9.12978086411777,0,9.12978086411777,11.0266948880596,9.40578708252221,1.39495883417946
503257,24,2,28,33891,33891,1384,250,"Canada","British Columbia","Vancouver","V6E3Z3","Female","Bachelor",81865,"Divorced","Nova",17557.54,"Standard",2017,10,0,0,0,5.52545293913178,10.4309342773184,7.23345541862144,10.4309342773184,11.3128390432314,9.77329572022452,1.83501929962234
503305,24,2,41,56052,56052,1140,205,"Canada","Ontario","Toronto","M2M7K8","Male","Bachelor",66499,"Married","Star",6636.86,"Standard",2016,11,0,0,0,5.32787616878958,10.9340529507076,7.03966034986208,10.9340529507076,11.1049572266439,8.80054490136754,1.93330536084794
503357,24,2,29,36939,36939,1173,211,"Canada","Ontario","Trenton","K8V4B2","Female","Bachelor",68641,"Married","Star",2552,"Standard",2017,3,0,0,0,5.35658627467201,10.5170502537532,7.06817200038804,10.5170502537532,11.1366598712665,7.84502441724148,1.84423354856758
503494,24,2,14,19922,19922,0,0,"Canada","Alberta","Banff","T4V1D4","Male","Bachelor",93146,"Single","Aurora",5384.43,"Standard",2017,8,0,0,0,0,9.89963012220882,0,9.89963012220882,11.4419341693919,8.59145243784172,1.64561544751567
503573,24,2,33,46066,46066,1623,292,"Canada","Nova Scotia","Halifax","B3C2M8","Female","Bachelor",104015,"Single","Star",10925.82,"Standard",2014,7,0,0,0,5.68017260901707,10.7378521375114,7.39264752072162,10.7378521375114,11.5523000124443,9.29897559647817,1.87786062438514
503598,24,2,32,50305,50305,652,117,"Canada","Ontario","Ottawa","K1F2R2","Female","Bachelor",74135,"Married","Aurora",5073.28,"Standard",2016,12,0,0,0,4.77068462446567,10.8258796332683,6.48157712927643,10.8258796332683,11.2136565232665,8.53193992192403,1.86989506696672
503615,24,2,50,64077,64077,0,0,"Canada","Quebec","Hull","J8Y3Z5","Male","Bachelor",56700,"Married","Star",9118.93,"Standard",2015,12,0,0,0,0,11.0678563702689,0,11.0678563702689,10.9455471262446,9.11821740760032,1.98288316164224
503673,24,2,32,47694,47694,0,0,"Canada","British Columbia","West Vancouver","V6V8Z3","Female","Bachelor",81936,"Married","Nova",3203.3,"Standard",2016,3,0,0,0,0,10.7725818495793,0,10.7725818495793,11.3137059382754,8.07224893676376,1.86989506696672
503832,11,1,40,59060,88590,823,148,"Canada","British Columbia","Vancouver","V5R1W3","Male","Bachelor",48367,"Married","Star",2626.28,"2018 Promotion",2018,3,0,0,0,5.00394630594546,11.3917855512981,6.71417052990947,10.9863260870882,10.7865937170192,7.87370436946441,1.92706306765095
503938,24,2,34,52876,52876,567,102,"Canada","Quebec","Montreal","H2T2J6","Female","Bachelor",50636,"Married","Star",8058.66,"Standard",2012,6,0,0,0,4.63472898822964,10.8757237406923,6.34212141872115,10.8757237406923,10.832437813357,8.99462665098809,1.88556306218843
503988,24,2,4,3527,3527,518,93,"Canada","Ontario","Toronto","P5S6R4","Male","High School or Below",48246,"Married","Star",12390.48,"Standard",2018,10,0,0,0,4.54329478227,8.16848641712668,6.25190388316589,8.16848641712668,10.7840889286683,9.42476441865976,1.26863624117952
504190,24,2,3,3261,3261,520,94,"Canada","Ontario","Trenton","K8V4B2","Male","Bachelor",60219,"Married","Nova",4091.93,"Standard",2018,10,0,0,0,4.55387689160054,8.09009578318096,6.25575004175337,8.09009578318096,11.0057598020357,8.31701637397626,1.17741002251547
504208,24,2,37,55617,55617,424,76,"Canada","British Columbia","Victoria","V106T5","Female","Doctor",202022,"Married","Star",17041.44,"Standard",2014,9,0,0,0,4.34380542185368,10.9262621688531,6.05208916892442,10.9262621688531,12.2161368312878,9.7434619826205,1.9072456998841
504219,24,2,49,64672,64672,760,137,"Canada","Ontario","Toronto","P1J8T7","Male","Bachelor",84361,"Married","Star",2677.5,"Standard",2013,3,0,0,0,4.9272536851572,11.0770990827261,6.63463335786169,11.0770990827261,11.3428723422301,7.89301221532101,1.97788346608898
504311,24,2,42,59276,59276,1481,267,"Canada","Ontario","Toronto","P1W1K4","Male","Bachelor",71720,"Married","Nova",6314.58,"Standard",2012,10,0,0,0,5.59098698051086,10.9899766514019,7.30114780585603,10.9899766514019,11.180538870734,8.75077487538105,1.93938137448351
504403,24,2,26,28347,28347,384,69,"Canada","Quebec","Tremblant","H5Y2S9","Female","Bachelor",83703,"Married","Nova",5080.24,"Standard",2016,4,0,0,0,4.24849524204936,10.2523117599301,5.95324333428778,10.2523117599301,11.3350420450609,8.5333106052745,1.81544398591759
504525,24,2,48,67667,67667,335,60,"Canada","Quebec","Montreal","H2Y4R4","Female","Bachelor",52808,"Married","Nova",2999.34,"Standard",2014,3,0,0,0,4.11087386417331,11.1223686735952,5.8171111599632,11.1223686735952,10.8744369097141,8.00648089456184,1.97276970224875
504545,24,2,11,17369,17369,0,0,"Canada","Ontario","Toronto","P1J8T7","Female","Doctor",206392,"Married","Nova",5146.81,"Standard",2018,8,0,0,0,0,9.76249985923515,0,9.76249985923515,12.2375373972857,8.54632666049801,1.57635866787606
504564,24,2,16,22377,22377,0,0,"Canada","Saskatchewan","Regina","S6J3G0","Female","Bachelor",76123,"Single","Aurora",22185.88,"Standard",2017,12,0,0,0,0,10.0158336123677,0,10.0158336123677,11.2401188686369,10.0072564021654,1.68321518055661
504802,24,2,41,66500,66500,978,176,"Canada","British Columbia","Vancouver","V5R1W3","Female","Bachelor",87928,"Married","Nova",8901.47,"Standard",2013,5,0,0,0,5.17614973257383,11.1049722641249,6.88653164253051,11.1049722641249,11.3842849496256,9.09408404530632,1.93330536084794
504860,24,2,35,51377,51377,0,0,"Canada","Nova Scotia","Halifax","B3J9S2","Male","Bachelor",90101,"Married","Nova",7748.81,"Standard",2016,8,0,0,0,0,10.8469653442542,0,10.8469653442542,11.4086976409083,8.95542360591783,1.89301847282485
504867,11,1,75,139569,209353.5,423,76,"Canada","Quebec","Quebec City","G1B3L5","Female","Bachelor",46607,"Married","Star",34611.38,"2018 Promotion",2018,2,0,0,0,4.34380542185368,12.2517842663202,6.04973345523196,11.8463215465027,10.7495274791992,10.4519667005176,2.08104140763377
504919,24,2,50,70814,70814,2158,388,"Canada","British Columbia","Vancouver","V6E3D9","Male","Bachelor",49771,"Married","Aurora",16525.38,"Standard",2015,11,0,0,0,5.96357934361845,11.1678261216485,7.67740043051481,11.1678261216485,10.8152078558955,9.71271317106672,1.98288316164224
505070,24,2,5,6473,6473,0,0,"Canada","British Columbia","Vancouver","V5R1W3","Female","Bachelor",64587,"Married","Nova",4053.37,"Standard",2018,8,0,0,0,0,8.77554943448619,0,8.77554943448619,11.0757839140015,8.30755059073086,1.33856619904585
505167,24,2,4,8586,8586,0,0,"Canada","Ontario","Toronto","M2M7K8","Female","Bachelor",83810,"Divorced","Nova",11681.37,"Standard",2018,9,0,0,0,0,9.05800471067248,0,9.05800471067248,11.3363195427722,9.36583614675748,1.26863624117952
505204,24,2,48,69092,69092,3171,571,"Canada","Quebec","Tremblant","H5Y2S9","Male","Bachelor",69917,"Married","Nova",6218.66,"Standard",2015,4,0,0,0,6.3491389913798,11.1432087021641,8.06211758275474,11.1432087021641,11.1550784058013,8.73547052185976,1.97276970224875
505522,24,2,47,66664,66664,2176,392,"Canada","Ontario","Toronto","M2P4F6","Female","Bachelor",76573,"Married","Aurora",6177.11,"Standard",2018,11,0,0,0,5.97380961186926,11.1074353565496,7.68570306123455,11.1074353565496,11.2460128725233,8.72876767843494,1.96753678768858
505680,24,2,33,48666,48666,1146,207,"Canada","British Columbia","Vancouver","V1E4R6","Male","Bachelor",58936,"Married","Aurora",5682.52,"Standard",2012,11,0,0,0,5.33753807970132,10.792756461314,7.04490511712937,10.792756461314,10.9842243557767,8.64532603807896,1.87786062438514
505790,24,2,33,32190,32190,0,0,"Canada","Alberta","Edmonton","T3G6Y6","Female","Bachelor",73008,"Married","Star",3570.76,"Standard",2013,1,0,0,0,0,10.3794421893586,0,10.3794421893586,11.1983380002025,8.18081375048937,1.87786062438514
505798,24,2,43,73401,73401,776,140,"Canada","British Columbia","Dawson Creek","U5I4F1","Female","Bachelor",89248,"Divorced","Aurora",17484.53,"Standard",2014,3,0,0,0,4.94875989037817,11.2037064621878,6.65544035036765,11.2037064621878,11.3991854950973,9.76912896073383,1.94529936871379
505871,24,2,0,0,0,0,0,"Canada","British Columbia","Vancouver","V5R1W3","Female","Bachelor",53565,"Single","Aurora",9875.09,"Standard",2012,10,0,0,0,0,0,0,0,10.8886698174293,9.19787196342476,0
505962,24,2,39,54183,54183,0,0,"Canada","Ontario","Toronto","M2Z4K1","Male","Bachelor",79367,"Married","Star",7739.55,"Standard",2016,1,0,0,0,0,10.9001409408947,0,10.9001409408947,11.2818505433297,8.9542280234907,1.92064558263984
505988,24,2,35,50339,50339,594,107,"Canada","Ontario","Thunder Bay","K8T5M5","Male","High School or Below",54033,"Single","Star",12298.69,"Standard",2018,11,0,0,0,4.68213122712422,10.8265552686893,6.38856140554563,10.8265552686893,10.8973687570425,9.41732933779087,1.89301847282485
506193,24,2,15,23625,23625,0,0,"Canada","Ontario","Thunder Bay","K8T5M5","Female","High School or Below",68829,"Single","Star",18882.64,"Standard",2017,8,2018,4,1,0,10.0701030795085,0,10.0701030795085,11.1393949753924,9.84605121772678,1.6651092223154
506252,24,2,23,38885,38885,490,88,"Canada","Ontario","Toronto","P1J8T7","Male","Bachelor",64763,"Married","Nova",16005.51,"Standard",2017,8,0,0,0,4.48863636973214,10.5683895676558,6.19644412779452,10.5683895676558,11.0785051724066,9.68075079347073,1.78270968762386
506372,24,2,13,17857,17857,617,111,"Canada","Ontario","Toronto","P1J8T7","Male","High School or Below",62283,"Married","Nova",3508.57,"Standard",2017,12,0,0,0,4.71849887129509,9.79020686607716,6.42648845745769,9.79020686607716,11.0394598499613,8.16324880183279,1.6245175682692
506400,11,1,60,71660,107490,0,0,"Canada","New Brunswick","Moncton","E1A2A7","Male","Bachelor",72820,"Married","Star",2994.35,"2018 Promotion",2018,4,2018,12,1,0,11.5851624021148,0,11.1797019455481,11.1957596541262,8.00481636515751,2.02752900452085
506418,11,1,26,40878,61317,0,0,"Canada","British Columbia","Whistler","V6T1Y8","Male","Bachelor",98168,"Divorced","Aurora",7072.93,"2018 Promotion",2018,3,0,0,0,0,11.0238287166678,0,10.6183717627389,11.4944457622234,8.86417147432489,1.81544398591759
506572,24,2,48,64990,64990,597,107,"Canada","Ontario","Toronto","M8Y4K8","Female","Bachelor",76456,"Married","Nova",14435.67,"Standard",2014,12,0,0,0,4.68213122712422,11.0820040777526,6.39359075395063,11.0820040777526,11.2444837702787,9.5775267764341,1.97276970224875
506746,24,2,35,67179,67179,0,0,"Canada","Saskatchewan","Regina","S1J3C5","Male","Bachelor",61837,"Married","Star",2415.42,"Standard",2013,9,0,0,0,0,11.1151308631663,0,11.1151308631663,11.0322733412118,7.7900423850057,1.89301847282485
506749,24,2,0,0,0,0,0,"Canada","Nova Scotia","Halifax","B3J9S2","Female","High School or Below",62283,"Married","Nova",3508.57,"Standard",2015,3,2017,2,1,0,0,0,0,11.0394598499613,8.16324880183279,0
506793,24,2,0,0,0,0,0,"Canada","Nova Scotia","Halifax","B3J9S2","Female","Bachelor",66038,"Married","Star",3355.53,"Standard",2014,1,2016,3,1,0,0,0,0,11.0980007555814,8.11866298122059,0
507005,24,2,48,68113,68113,797,144,"Canada","New Brunswick","Fredericton","E3B2H2","Female","Bachelor",58908,"Single","Nova",17646.73,"Standard",2014,1,0,0,0,4.97673374242057,11.1289380510383,6.68210859744981,11.1289380510383,10.983749159325,9.77836244219221,1.97276970224875
507189,24,2,34,55266,55266,1489,268,"Canada","Quebec","Tremblant","H5Y2S9","Female","Doctor",115060,"Married","Nova",4567.87,"Standard",2014,3,0,0,0,5.59471137960184,10.9199312643601,7.3065313989395,10.9199312643601,11.6532177014972,8.42702118854304,1.88556306218843
507281,24,2,30,50481,50481,0,0,"Canada","Manitoba","Winnipeg","R2C0M5","Male","High School or Below",68023,"Married","Star",9025.07,"Standard",2014,12,0,0,0,0,10.8293721160816,0,10.8293721160816,11.1276158630656,9.10787233573024,1.85310204912874
507360,24,2,0,0,0,0,0,"Canada","Quebec","Montreal","H2Y2W2","Female","Bachelor",77363,"Married","Star",5943.07,"Standard",2015,10,2016,6,1,0,0,0,0,11.2562768350986,8.69014936290968,0
507486,24,2,36,65321,65321,2084,375,"Canada","Ontario","Toronto","M2Z4K1","Male","Bachelor",80853,"Married","Nova",3241.31,"Standard",2012,5,0,0,0,5.9295891433899,11.0870841651092,7.6425241342329,11.0870841651092,11.3004003381166,8.08404131771198,1.90024154060588
507503,24,2,42,52145,52145,745,134,"Canada","Alberta","Peace River","T9O2W2","Male","Bachelor",70206,"Divorced","Aurora",7985.14,"Standard",2017,4,0,0,0,4.90527477843843,10.8618027556655,6.61472560020376,10.8618027556655,11.1592033001424,8.9854628181482,1.93938137448351
507514,24,2,41,54299,54299,820,148,"Canada","British Columbia","West Vancouver","V6V8Z3","Female","Bachelor",70684,"Married","Star",22940.38,"Standard",2014,2,0,0,0,5.00394630594546,10.902279505922,6.71052310945243,10.902279505922,11.1659886653011,10.0406975458051,1.93330536084794
507555,24,2,49,63534,63534,3569,642,"Canada","Ontario","Toronto","P1J8T7","Male","Bachelor",48760,"Married","Aurora",7094.17,"Standard",2014,3,0,0,0,6.46614472423762,11.0593462141386,8.18032087477368,11.0593462141386,10.7946860919985,8.86716954984268,1.97788346608898
507567,24,2,33,44870,44870,1528,275,"Canada","Ontario","Toronto","P5S6R4","Male","Bachelor",104712,"Married","Star",6650.82,"Standard",2016,7,0,0,0,5.62040086571715,10.7115469853274,7.33236920592906,10.7115469853274,11.5589785534298,8.80264578041573,1.87786062438514
507838,24,2,36,61647,61647,443,80,"Canada","Quebec","Montreal","H4G3T4","Female","Bachelor",75652,"Married","Nova",5626.57,"Standard",2015,9,0,0,0,4.39444915467244,11.0291960668659,6.09582456243222,11.0291960668659,11.2339123747422,8.63543301161956,1.90024154060588
507998,24,2,33,55224,55224,3079,554,"Canada","British Columbia","Vancouver","V5R1W3","Female","Bachelor",69483,"Divorced","Star",19927.64,"Standard",2014,9,0,0,0,6.31896811374643,10.9191710282883,8.03268487596762,10.9191710282883,11.1488517892218,9.89991317204254,1.87786062438514
508022,24,2,30,54775,54775,391,70,"Canada","Ontario","Toronto","P1J8T7","Male","Bachelor",82230,"Divorced","Nova",22800.54,"Standard",2012,8,0,0,0,4.26267987704132,10.9110074208009,5.97126183979046,10.9110074208009,11.3172876389028,10.0345833565212,1.85310204912874
508115,24,2,39,64048,64048,1525,275,"Canada","Yukon","Whitehorse","Y2K6R0","Male","Bachelor",102982,"Married","Aurora",5181.62,"Standard",2017,3,0,0,0,5.62040086571715,11.0674036944005,7.3304052118444,11.0674036944005,11.5423192050461,8.55306599888991,1.92064558263984
